西安交大第一附属医院,nth,1
昌平城区社区卫生服务中心兴寿卫生服务站,nth,1
乐清第五人民医院,nth,1
扬州市第一人民医院西区医院,nth,1
二期冗余排班日期医院,nth,1
华诺世口腔九龙坡分院,nth,1
上海华美医疗美容医院,nth,1
海口市人民医院,nth,1
句容市中医院,nth,1
无锡虹桥医院,nth,1
盐城市第三人民医院北院,nth,1
上海曙光医院东院,nth,1
上海市浦东新区周浦医院,nth,1
益达医院,nth,1
山西省荣军医院,nth,1
曲江妇产医院,nth,1
安贞医院,nth,1
温州市中心医院,nth,1
咸阳市精神病专科医院,nth,1
哈尔滨市红十字中心医院,nth,1
乌马河林业局职工医院,nth,1
伊春市第一医院,nth,1
鹤矿集团总医院南山分院,nth,1
鸡东县人民医院,nth,1
嘉荫县人民医院,nth,1
佳木斯市东方医院,nth,1
哈尔滨市眼科医院,nth,1
黑龙江省农垦北安管理局中心医院,nth,1
鸡西市妇幼保健院,nth,1
黑龙江省农垦齐齐哈尔管理局中心医院,nth,1
绥化市第一医院现代医疗中心,nth,1
望奎县妇幼保健院,nth,1
望奎县人民医院,nth,1
哈尔滨市香坊区人民医院,nth,1
逊克县人民医院,nth,1
新青林业局职工医院,nth,1
伊春市妇幼保健院,nth,1
鹤岗市红十字医院,nth,1
鹤岗市传染病医院,nth,1
鹤岗市大陆人民医院,nth,1
哈尔滨市公安医院,nth,1
黑龙江省军区医院,nth,1
海林市中医院,nth,1
汤原县中心医院,nth,1
五常市妇幼保健院,nth,1
乌伊岭职工医院,nth,1
牡丹江市阳明区桦林中医整骨医院,nth,1
伊春市第三人民医院,nth,1
哈尔滨武警医院,nth,1
哈尔滨医科大学附属第三医院经纬医院,nth,1
哈尔滨市道外区人民医院,nth,1
嘉荫县中医院,nth,1
滴道区人民医院,nth,1
宝清县人民医院,nth,1
绥化市妇幼保健院,nth,1
双鸭山市人民医院,nth,1
鹤岗矿业集团公司总医院,nth,1
北安市第一人民医院,nth,1
鹤岗市新一人民医院,nth,1
勃利县人民医院,nth,1
黑河市第二人民医院,nth,1
黑龙江省第三医院,nth,1
黑龙江省监狱管理中心医院,nth,1
黑龙江省克山县第一人民医院,nth,1
黑龙江省林业第二医院,nth,1
虎林市中医医院,nth,1
黑龙江省农垦总局总医院,nth,1
哈尔滨市南岗区人民医院,nth,1
富锦市妇幼保健院,nth,1
鹤岗市鹤矿集团妇婴医院,nth,1
海伦市妇幼保健院,nth,1
海林市肛肠医院,nth,1
海林市人民医院,nth,1
黑龙江省农垦建三江人民医院,nth,1
黑龙江省农垦红兴隆管理局中心医院,nth,1
黑龙江省农垦宝泉岭管理局中心医院,nth,1
林口县第二人民医院,nth,1
林口县人民医院,nth,1
林口县中医院,nth,1
朗乡林业局职工医院,nth,1
黑龙江省金山屯林业局职工医院,nth,1
鸡东县中医院,nth,1
佳木斯市郊区人民医院,nth,1
兰西县中医院,nth,1
黑龙江省安达市妇幼保健院,nth,1
大庆市第三人民医院,nth,1
大庆萨尔图区人民医院,nth,1
大庆油田总医院集团龙南医院,nth,1
城子河中心医院,nth,1
北安市第四人民医院,nth,1
勃利县中医院,nth,1
宝清县妇幼保健院,nth,1
宝清县中医院,nth,1
巴彦县第二人民医院,nth,1
柴河林业局医院,nth,1
哈尔滨市骨伤科医院,nth,1
富锦市中心医院,nth,1
海伦市人民医院,nth,1
哈尔滨二四二医院,nth,1
哈尔滨工业大学医院,nth,1
哈尔滨平房区人民医院,nth,1
哈尔滨市阿城区人民医院,nth,1
鹤岗市妇幼保健院,nth,1
饶河县人民医院,nth,1
双鸭山市口腔医院,nth,1
双鸭山市宝山区人民医院,nth,1
双鸭山市妇幼保健院,nth,1
双鸭山市精神病防治院,nth,1
双鸭山市中医院,nth,1
尚志市妇幼保健院,nth,1
同江市人民医院,nth,1
伊春市带岭林业实验局职工医院,nth,1
双城市人民医院,nth,1
双城市中医院,nth,1
双丰林业局职工医院,nth,1
上甘岭林业局职工医院,nth,1
绥化市第一医院同康医疗中心,nth,1
绥化市人民医院,nth,1
绥化市中医医院,nth,1
伊春市中医院,nth,1
依兰县人民医院,nth,1
依兰县中医院,nth,1
延寿县人民医院,nth,1
哈尔滨市延寿县中医医院,nth,1
伊春市传染病医院,nth,1
伊春市红星林业局职工医院,nth,1
黑龙江省孙吴县人民医院,nth,1
黑龙江省中医医院南岗分院,nth,1
鸡西市中医医院,nth,1
林甸县医院,nth,1
兰西县人民医院,nth,1
佳木斯市永红医院,nth,1
大庆市红岗区人民医院,nth,1
翠峦林业局职工医院,nth,1
哈尔滨市胸科医院,nth,1
哈尔滨市道里区人民医院,nth,1
牡丹江博爱老年医院,nth,1
同江市中医医院,nth,1
铁力林业局职工医院,nth,1
绥棱县中医医院,nth,1
绥棱县人民医院,nth,1
铁力人民医院,nth,1
哈尔滨市道外区太平人民医院,nth,1
伊春市第二人民医院,nth,1
伊春市西林区人民医院,nth,1
伊春市汤旺河区职工医院,nth,1
明水县人民医院,nth,1
美溪林业局职工医院,nth,1
牡丹江市骨科医院,nth,1
牡丹江神经精神病医院,nth,1
牡丹江北方医院,nth,1
牡丹江医学院红旗医院,nth,1
牡丹江肿瘤医院,nth,1
穆棱市第一人民医院,nth,1
穆棱市妇幼保健院,nth,1
穆棱市中医院,nth,1
木兰县中医医院,nth,1
宁安市人民医院,nth,1
黑龙江农垦九三管理局中心医院,nth,1
牡丹江心血管病东安分院,nth,1
牡丹江市第二人民医院脑科分院,nth,1
牡丹江口腔医院,nth,1
牡丹江利健医院,nth,1
牡丹江市皮肤病医院,nth,1
牡丹江市整形医院,nth,1
牡丹江现代泌尿医院,nth,1
黑龙江省青冈县人民医院,nth,1
齐齐哈尔市精神卫生中心,nth,1
齐齐哈尔市第七医院,nth,1
齐齐哈尔市碾子山区人民医院,nth,1
青冈县中医院,nth,1
五常市人民医院,nth,1
五常中医医院,nth,1
望奎县中医院,nth,1
木兰县人民医院,nth,1
黑龙江省传染病防治院,nth,1
佳木斯大学附属第一医院,nth,1
鹤岗矿业集团总医院富力分院,nth,1
黑龙江省眼病防治研究所,nth,1
中煤龙化哈尔滨实业有限公司职工医院,nth,1
牡丹江林业中心医院,nth,1
牡丹江市康安医院,nth,1
齐齐哈尔市结核病防治院,nth,1
七煤集团总医院,nth,1
鹤岗市中医院,nth,1
黑龙江省第二医院南岗分院,nth,1
长沙长江医院,nth,1
北京丰台长峰医院,nth,1
上海第十人民医院,nth,1
上海市公共卫生临床中心金山总院,nth,1
复旦大学附属眼耳鼻喉科浦东分院,nth,1
胡敏测试医院,nth,1
南昌市医学科学研究所附属医院,nth,1
江西省中医院,nth,1
南昌市第二医院,nth,1
南昌市洪都中医院,nth,1
南昌大学附属眼科医院,nth,1
上饶市第五人民医院,nth,1
宜春市妇幼保健院,nth,1
江西省荣誉军人康复医院,nth,1
吉安市中心人民医院,nth,1
吉安市妇幼保健院,nth,1
赣州市第三人民医院,nth,1
萍乡市妇幼保健院,nth,1
萍乡市中医院,nth,1
新余市中医院,nth,1
鹰潭市中医院,nth,1
解放军第184医院,nth,1
平煤神马医疗集团总医院,nth,1
安钢职工总医院,nth,1
鹤壁京立肿瘤医院,nth,1
焦作市五官医院,nth,1
武陟县人民医院,nth,1
南阳市南石医院,nth,1
河南南阳市油田总医院,nth,1
河南省职工医院,nth,1
黄河中心医院,nth,1
开封市中医院,nth,1
洛阳东方医院,nth,1
太原市杏花岭区坝陵桥社区卫生服务中心,nth,1
复旦大学附属眼耳鼻喉科浦江分院,nth,1
运城市盐湖区人民医院,nth,1
延庆县康庄卫生服务中心榆林堡卫生服务站,nth,1
镇江市口腔医院,nth,1
洋县中医院,nth,1
陕西电子四零九医院,nth,1
岐山县妇幼保健院岐山县蔡家坡中心医院,nth,1
西安交通大学口腔医院,nth,1
包钢集团第三职工医院,nth,1
包头市达茂旗医院,nth,1
包头市第八医院,nth,1
固阳县医院,nth,1
包头市九原区医院,nth,1
包头市蒙中医院,nth,1
包头市石拐区医院,nth,1
包头市土右旗医院,nth,1
包头市眼科医院,nth,1
北方重工业集团医院,nth,1
内蒙古一机医院,nth,1
青山区二0二医院,nth,1
呼和浩特市口腔医院,nth,1
呼和浩特市中蒙医医院,nth,1
呼市赛罕区医院,nth,1
内蒙古国际蒙医医院,nth,1
内蒙古航天医院,nth,1
内蒙古医科大学第二附属医院,nth,1
内蒙古医科大学第一附属医院,nth,1
内蒙古中医医院,nth,1
内蒙古自治区红十字会呼和浩特朝聚眼科医院,nth,1
内蒙古精神卫生中心,nth,1
中国人民解放军第二五三医院,nth,1
海南区人民医院,nth,1
乌达区中心医院,nth,1
乌海市妇儿医疗预防保健中心,nth,1
乌海市海勃湾区中医院,nth,1
乌海市蒙中医院,nth,1
乌海市人民医院,nth,1
巴林右旗蒙医院,nth,1
巴林左旗医院,nth,1
赤峰宝山医院,nth,1
赤峰市安定医院,nth,1
喀喇沁旗医院,nth,1
克什克腾旗医院,nth,1
林西县医院,nth,1
宁城县中心医院,nth,1
翁牛特旗医院,nth,1
霍林郭勒市人民医院,nth,1
通辽市科尔沁区第一人民医院,nth,1
通辽市中医院,nth,1
达旗人民医院,nth,1
东胜区人民医院,nth,1
鄂尔多斯市蒙医医院,nth,1
鄂尔多斯市中医院,nth,1
乌审旗蒙医医院,nth,1
准格尔旗大路医院,nth,1
准格尔旗人民医院,nth,1
准格尔旗中蒙医医院,nth,1
准格尔旗中心医院,nth,1
陈巴尔虎旗人民医院,nth,1
大兴安岭农场管理局中心职工医院,nth,1
鄂伦春旗人民医院,nth,1
鄂温克族自治旗人民医院,nth,1
根河市中医院,nth,1
海拉尔区人民医院,nth,1
呼伦贝尔市人民医院,nth,1
满洲里市第二医院,nth,1
内蒙古林业总医院,nth,1
牙克石市人民医院,nth,1
扎兰屯市人民医院,nth,1
巴彦淖尔市中医院,nth,1
磴口县人民医院,nth,1
磴口县中蒙医院,nth,1
杭锦后旗人民医院,nth,1
临河区妇幼保健院,nth,1
临河区人民医院,nth,1
乌拉特后旗人民医院,nth,1
乌拉特前旗妇幼保健院,nth,1
乌中旗人民医院,nth,1
五原县人民医院,nth,1
五原县中蒙医院,nth,1
凉城县人民医院,nth,1
乌兰察布市第二医院,nth,1
卓资县人民医院,nth,1
爱婴医院,nth,1
霍州市人民医院,nth,1
